Date,District,Block,State,Rainfall_mm,Temp_Max_C,Temp_Min_C,RH_Morning_pct,RH_Afternoon_pct,Wind_Speed_kmh,Wind_Direction,Cloud_Cover_Octa,Sky_Condition,Issued_By
2026-08-21,Bengaluru Urban,Bengaluru North,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Urban,Bengaluru North,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Urban,Bengaluru North,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Urban,Bengaluru North,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Urban,Bengaluru North,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Urban,Bengaluru South,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Urban,Bengaluru South,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Urban,Bengaluru South,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Urban,Bengaluru South,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Urban,Bengaluru South,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Urban,Bengaluru East,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Urban,Bengaluru East,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Urban,Bengaluru East,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Urban,Bengaluru East,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Urban,Bengaluru East,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Urban,Anekal,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Urban,Anekal,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Urban,Anekal,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Urban,Anekal,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Urban,Anekal,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bengaluru Urban,Yelahanka,Karnataka,0.0,29.0,20.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bengaluru Urban,Yelahanka,Karnataka,4.8,30.5,21.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bengaluru Urban,Yelahanka,Karnataka,0.0,32.0,19.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bengaluru Urban,Yelahanka,Karnataka,4.8,29.0,20.0,84,51,11,W,5,Partly cloudy with light rain,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bengaluru Urban,Yelahanka,Karnataka,0.0,30.5,21.0,84,51,11,W,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Bidar,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Bidar,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Bidar,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Bidar,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Bidar,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Aurad,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Aurad,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Aurad,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Aurad,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Aurad,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Bhalki,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Bhalki,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Bhalki,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Bhalki,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Bhalki,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Basavakalyan,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Basavakalyan,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Basavakalyan,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Basavakalyan,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Basavakalyan,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Chitguppa,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Chitguppa,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Chitguppa,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Chitguppa,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Chitguppa,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Humnabad,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Humnabad,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Humnabad,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Humnabad,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Humnabad,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Hulsoor,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Hulsoor,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Hulsoor,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Hulsoor,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Hulsoor,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Bidar,Kamalnagar,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Bidar,Kamalnagar,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Bidar,Kamalnagar,Karnataka,0.0,38.0,22.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Bidar,Kamalnagar,Karnataka,0.0,35.0,23.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Bidar,Kamalnagar,Karnataka,0.0,36.5,24.0,76,41,13,NW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chamarajanagar,Chamarajanagar,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chamarajanagar,Chamarajanagar,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chamarajanagar,Chamarajanagar,Karnataka,0.0,34.0,20.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chamarajanagar,Chamarajanagar,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chamarajanagar,Chamarajanagar,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chamarajanagar,Gundlupete,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chamarajanagar,Gundlupete,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chamarajanagar,Gundlupete,Karnataka,0.0,34.0,20.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chamarajanagar,Gundlupete,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chamarajanagar,Gundlupete,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chamarajanagar,Kollegala,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chamarajanagar,Kollegala,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chamarajanagar,Kollegala,Karnataka,0.0,34.0,20.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chamarajanagar,Kollegala,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chamarajanagar,Kollegala,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chamarajanagar,Hanur,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chamarajanagar,Hanur,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chamarajanagar,Hanur,Karnataka,0.0,34.0,20.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chamarajanagar,Hanur,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chamarajanagar,Hanur,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chamarajanagar,Yelandur,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chamarajanagar,Yelandur,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chamarajanagar,Yelandur,Karnataka,0.0,34.0,20.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chamarajanagar,Yelandur,Karnataka,0.0,31.0,21.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chamarajanagar,Yelandur,Karnataka,0.0,32.5,22.0,82,50,12,WSW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Chikkaballapura,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Chikkaballapura,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Chikkaballapura,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Chikkaballapura,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Chikkaballapura,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Bagepalli,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Bagepalli,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Bagepalli,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Bagepalli,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Bagepalli,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Chintamani,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Chintamani,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Chintamani,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Chintamani,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Chintamani,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Gauribidanur,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Gauribidanur,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Gauribidanur,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Gauribidanur,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Gauribidanur,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Gudibanda,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Gudibanda,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Gudibanda,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Gudibanda,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Gudibanda,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkaballapura,Sidlaghatta,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkaballapura,Sidlaghatta,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkaballapura,Sidlaghatta,Karnataka,0.0,33.0,19.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkaballapura,Sidlaghatta,Karnataka,0.0,30.0,20.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkaballapura,Sidlaghatta,Karnataka,0.0,31.5,21.0,81,48,12,WNW,3,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Chikkamagaluru,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Chikkamagaluru,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Chikkamagaluru,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Chikkamagaluru,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Chikkamagaluru,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Kadur,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Kadur,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Kadur,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Kadur,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Kadur,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Koppa,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Koppa,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Koppa,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Koppa,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Koppa,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Mudigere,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Mudigere,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Mudigere,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Mudigere,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Mudigere,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Narasimharajapura,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Narasimharajapura,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Narasimharajapura,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Narasimharajapura,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Narasimharajapura,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Sringeri,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Sringeri,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Sringeri,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Sringeri,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Sringeri,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-21,Chikkamagaluru,Tarikere,Karnataka,0.0,27.0,19.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-22,Chikkamagaluru,Tarikere,Karnataka,12.0,28.5,20.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-23,Chikkamagaluru,Tarikere,Karnataka,0.0,30.0,18.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-24,Chikkamagaluru,Tarikere,Karnataka,12.0,27.0,19.0,90,67,9,SW,7,Cloudy with moderate showers,IMD New Delhi & Meteorological Centre Bengaluru
2026-08-25,Chikkamagaluru,Tarikere,Karnataka,0.0,28.5,20.0,90,67,9,SW,4,Mainly clear sky with dry weather,IMD New Delhi & Meteorological Centre Bengaluru
